genre_ids,id,title,original_language,original_title,overview,popularity,release_date,vote_average,vote_count,release_year,decade
"[10749, 35]",543540,The Perfect Date,en,The Perfect Date,"No beau? No problem! To earn money for college, a high schooler creates a dating app that lets him act as a stand-in boyfriend.",4.3955,2019-04-12,6.431,3319,2019,2010
"[14, 18]",490,The Seventh Seal,sv,Det sjunde inseglet,"When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives.",4.9054,1957-02-16,8.156,3318,1957,1950
"[16, 12, 35]",501929,The Mitchells vs. the Machines,en,The Mitchells vs. the Machines,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.",6.3847,2021-04-22,7.843,3317,2021,2020
"[18, 35]",674324,The Banshees of Inisherin,en,The Banshees of Inisherin,"Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.",6.6658,2022-10-20,7.5,3312,2022,2020
"[9648, 53, 27]",622,The Ninth Gate,en,The Ninth Gate,"A rare book dealer finds himself at the heart of a string of paranormal events when he is hired to find the last two copies of a text, The Nine Gates of the Kingdom of Shadows, capable of summoning the Devil.",5.2006,1999-08-25,6.486,3312,1999,1990
"[18, 14]",8967,The Tree of Life,en,The Tree of Life,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.",5.445,2011-05-17,6.726,3311,2011,2010
"[878, 12, 28]",609681,The Marvels,en,The Marvels,"When her duties send her to an anomalous wormhole linked to a Kree revolutionary, Carol's powers become entangled with that of Jersey City super-fan Kamala Khan, aka Ms. Marvel, and Carol's estranged niece, now S.A.B.E.R. astronaut Captain Monica Rambeau. Together, this unlikely trio must team up and learn to work in concert to save the universe.",9.0742,2023-11-08,5.94,3310,2023,2020
"[80, 18, 37]",82633,Lawless,en,Lawless,"In 1931, the Bondurant brothers of Franklin County, Virginia, run a multipurpose backwoods establishment that hides their true business — bootlegging. Middle brother Forrest is the brain of the operation; older Howard is the brawn, and younger Jack, the lookout. Though the local police have taken bribes and left the brothers alone, a violent war erupts when a sadistic lawman from Chicago arrives and tries to shut down the Bondurants operation.",7.3297,2012-08-29,7.071,3310,2012,2010
[27],4488,Friday the 13th,en,Friday the 13th,Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,8.6911,1980-05-09,6.403,3308,1980,1980
[18],179144,The Great Beauty,it,La grande bellezza,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",3.7891,2013-05-21,7.51,3306,2013,2010
"[18, 10749]",228205,The Longest Ride,en,The Longest Ride,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,5.5958,2015-04-09,7.624,3305,2015,2010
"[27, 53, 9648]",10066,House of Wax,en,House of Wax,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,7.0828,2005-05-05,6.023,3305,2005,2000
"[27, 53]",9792,The Hills Have Eyes,en,The Hills Have Eyes,"Based on Wes Craven's 1977 suspenseful cult classic, The Hills Have Eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. Miles from nowhere, the Carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey.",9.0881,2006-03-10,6.456,3304,2006,2000
[35],9614,Happy Gilmore,en,Happy Gilmore,"Failed hockey player-turned-golf whiz Happy Gilmore — whose unconventional approach and antics on the green courts the ire of rival Shooter McGavin — is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",5.9245,1996-02-16,6.7,3304,1996,1990
"[10751, 35, 12, 16]",412117,The Secret Life of Pets 2,en,The Secret Life of Pets 2,"Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.",17.508,2019-05-24,6.948,3303,2019,2010
"[12, 35, 10751, 878]",9354,"Honey, I Shrunk the Kids",en,"Honey, I Shrunk the Kids",The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.,5.1,1989-06-23,6.316,3302,1989,1980
"[53, 18, 14, 9648, 27, 10749]",49730,Red Riding Hood,en,Red Riding Hood,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man. Unwilling to lose each other, Valerie and Peter plan to run away together when Valerie's older sister is killed by a werewolf that prowls the dark forest surrounding their village. Panic grips the town as Valerie discovers that she has a unique connection to the beast--one that inexorably draws them together, making her both suspect ... and bait.",6.7478,2011-03-10,5.978,3300,2011,2010
"[16, 14, 12, 18]",555604,Guillermo del Toro's Pinocchio,en,Guillermo del Toro's Pinocchio,"During the rise of fascism in Mussolini's Italy, a wooden boy brought magically to life struggles to live up to his father's expectations.",7.4926,2022-11-09,8.019,3300,2022,2020
"[16, 10751, 35]",378236,The Emoji Movie,en,The Emoji Movie,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.",17.3991,2017-07-23,5.393,3299,2017,2010
"[16, 10751, 14]",756,Fantasia,en,Fantasia,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",7.1823,1940-11-13,7.339,3299,1940,1940
[27],10585,Child's Play,en,Child's Play,"After being shot in a toy store, a serial killer transfers his soul into a Good Guy doll. A mother then gifts it to her 6-year old son Andy, which unleashes terror upon the city.",7.7999,1988-11-09,6.741,3299,1988,1980
[27],609,Poltergeist,en,Poltergeist,"The Freelings' suburban home becomes the center of paranormal activity that opens a portal to the 'other side'. With help, they must cross over to get their daughter back.",8.3655,1982-06-04,7.153,3298,1982,1980
"[10749, 18]",43949,Flipped,en,Flipped,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",10.5103,2010-08-06,8.006,3297,2010,2010
"[28, 35, 14, 12]",6978,Big Trouble in Little China,en,Big Trouble in Little China,"Truck driver Jack Burton gets embroiled in a supernatural battle when his best friend Wang Chi's green-eyed fiancée is kidnapped by henchmen of the sorcerer Lo Pan, who must marry a girl with green eyes in order to return to the human realm.",6.9373,1986-05-30,7.206,3297,1986,1980
"[28, 18, 53]",12113,Body of Lies,en,Body of Lies,"The CIA’s hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agency’s man on the ground, moving from place to place, scrambling to stay ahead of ever-shifting events. An eye in the sky – a satellite link – watches Ferris.  At the other end of that real-time link is the CIA’s Ed Hoffman, strategizing events from thousands of miles away. And as Ferris nears the target, he discovers trust can be just as dangerous as it is necessary for survival.",4.6422,2008-10-09,6.6,3294,2008,2000
"[53, 80, 18]",109421,Side Effects,en,Side Effects,A woman turns to prescription medication as a way of handling her anxiety concerning her husband's upcoming release from prison.,4.472,2013-02-07,6.613,3292,2013,2010
"[18, 53, 9648]",192,The Name of the Rose,en,The Name of the Rose,"14th-century Franciscan monk William of Baskerville and his young novice arrive at a conference to find that several monks have been murdered under mysterious circumstances. To solve the crimes, William must rise up against the Church's authority and fight the shadowy conspiracy of monastery monks using only his intelligence; which is considerable.",6.4469,1986-09-24,7.494,3292,1986,1980
"[28, 35, 80]",573435,Bad Boys: Ride or Die,en,Bad Boys: Ride or Die,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",17.6055,2024-06-05,7.327,3287,2024,2020
"[12, 10751, 14, 10749]",447277,The Little Mermaid,en,The Little Mermaid,"The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",13.5589,2023-05-18,6.274,3284,2023,2020
"[35, 10751, 14]",2758,Addams Family Values,en,Addams Family Values,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",7.4581,1993-11-19,6.97,3285,1993,1990
"[28, 878, 53, 27]",440,Aliens vs Predator: Requiem,en,Aliens vs Predator: Requiem,"After a horrifying PredAlien crash-lands near a small Colorado town, killing everyone it encounters and producing countless Alien offspring, a lone Predator arrives to ""clean up"" the infestation.",6.6532,2007-12-25,5.181,3284,2007,2000
"[28, 53]",9772,Air Force One,en,Air Force One,"When Russian neo-nationalists hijack Air Force One, the world's most secure and extraordinary aircraft, the President is faced with a nearly impossible decision to give in to terrorist demands or sacrifice not only the country's dignity, but the lives of his wife and daughter.",6.1761,1997-07-25,6.47,3283,1997,1990
