genre_ids,id,title,original_language,original_title,overview,popularity,release_date,vote_average,vote_count,release_year,decade
"[18, 27]",133805,Carrie,en,Carrie,"An awkward, telekinetic teenage girl is the object of relentless bullying at school and an oppressively religious mother at home.",5.3021,2013-10-16,6.047,4697,2013,2010
[18],45317,The Fighter,en,The Fighter,"Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",5.4219,2010-12-10,7.38,4692,2010,2010
"[80, 53, 27]",9533,Red Dragon,en,Red Dragon,"Former FBI Agent Will Graham, who was once almost killed by the savage Hannibal 'The Cannibal' Lecter, now has no choice but to face him again, as it seems Lecter is the only one who can help Graham track down a new serial killer.",1.8722,2002-10-02,7.04,4688,2002,2000
"[27, 9648]",4233,Scream 2,en,Scream 2,"Two years after the Woodsboro murders, Sidney Prescott acclimates to college life while someone donning the Ghostface costume begins a new string of killings.",11.0408,1997-12-12,6.513,4682,1997,1990
"[16, 35, 10751, 14]",400155,Hotel Transylvania 3: Summer Vacation,en,Hotel Transylvania 3: Summer Vacation,"Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer.",10.5689,2018-06-28,6.851,4680,2018,2010
[35],71552,American Reunion,en,American Reunion,"The characters we met a little more than a decade ago return to East Great Falls for their high school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t, and that time and distance can’t break the bonds of friendship.",7.9693,2012-04-04,6.3,4679,2012,2010
"[18, 12, 10749, 53]",1907,The Beach,en,The Beach,"Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it.",6.8625,2000-02-03,6.483,4679,2000,2000
"[27, 9648]",397243,The Autopsy of Jane Doe,en,The Autopsy of Jane Doe,"Father and son coroners receive a mysterious unidentified corpse with no apparent cause of death. As they attempt to examine the ""Jane Doe,"" they discover increasingly bizarre clues that hold the key to her terrifying secrets.",10.4471,2016-12-21,6.834,4676,2016,2010
"[35, 10749]",9522,Wedding Crashers,en,Wedding Crashers,"John and his buddy Jeremy are emotional criminals who know how to use a woman's hopes and dreams for their own carnal gain. Their modus operandi: crashing weddings. Normally, they meet guests who want to toast the romantic day with a random hook-up. But when John meets Claire, he discovers what true love – and heartache – feels like.",6.5986,2005-07-13,6.496,4670,2005,2000
[37],391,A Fistful of Dollars,it,Per un pugno di dollari,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",6.9958,1964-09-12,7.825,4671,1964,1960
"[28, 80, 18, 53]",136797,Need for Speed,en,Need for Speed,"The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles.",7.285,2014-03-12,6.432,4668,2014,2010
"[28, 18, 10751]",1885,The Karate Kid,en,The Karate Kid,"New Jersey teen Daniel LaRusso moves to Los Angeles with his mother, and soon strikes up a relationship with Ali. He quickly finds himself the target of bullying by a group of thugs, led by Ali's ex-boyfriend Johnny, who study karate at the Cobra Kai dojo under ruthless sensei John Kreese. Fortunately, Daniel befriends Mr. Miyagi, an unassuming repairman who just happens to be a martial arts master himself. Miyagi takes Daniel under his wing, training him in a more compassionate form of karate for self-defense and, later, preparing him to compete against the brutal Cobra Kai.",8.0145,1984-06-22,7.216,4665,1984,1980
"[18, 10749]",4347,Atonement,en,Atonement,A young girl irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,9.4347,2007-02-27,7.633,4663,2007,2000
"[12, 14, 16, 28, 10751]",10515,Castle in the Sky,ja,天空の城ラピュタ,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,7.4889,1986-08-02,8.0,4651,1986,1980
"[10751, 12, 16, 18, 10749]",9732,The Lion King II: Simba's Pride,en,The Lion King II: Simba's Pride,"The circle of life continues for Simba, now fully grown and in his rightful place as the king of Pride Rock. Simba and Nala have given birth to a daughter, Kiara who's as rebellious as her father was. But Kiara drives her parents to distraction when she catches the eye of Kovu, the son of the evil lioness, Zira. Will Kovu steal Kiara's heart?",10.7736,1998-10-24,6.937,4651,1998,1990
"[35, 10749]",55721,Bridesmaids,en,Bridesmaids,"Annie's life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian's maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.",9.2628,2011-05-13,6.506,4646,2011,2010
"[12, 18, 37]",581,Dances with Wolves,en,Dances with Wolves,"Wounded Civil War soldier John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",9.8971,1990-03-30,7.837,4646,1990,1990
"[28, 53, 80]",1701,Con Air,en,Con Air,"Newly-paroled former US Army ranger Cameron Poe is headed back to his wife, but must fly home aboard a prison transport flight dubbed ""Jailbird"" taking the “worst of the worst” prisoners, a group described as “pure predators”, to a new super-prison. Poe faces impossible odds when the transport plane is skyjacked mid-flight by the most vicious criminals in the country led by the mastermind — genius serial killer Cyrus ""The Virus"" Grissom, and backed by black militant Diamond Dog and psychopath Billy Bedlam.",8.9889,1997-06-05,6.768,4644,1997,1990
[35],109418,Grown Ups 2,en,Grown Ups 2,"Lenny has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises—the last day of school.",11.2908,2013-07-11,6.142,4630,2013,2010
"[18, 10749]",76,Before Sunrise,en,Before Sunrise,"An unexpected meeting on a train leads two travelers to spend an evening wandering through Vienna. As the night unfolds, they share stories and conversations about life and love, exploring new ideas while a quiet intimacy grows between them, knowing it may be their only night together.",9.6534,1995-01-27,7.973,4632,1995,1990
"[878, 12, 28]",1061474,Superman,en,Superman,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.",30.2977,2025-07-09,7.342,4626,2025,2020
"[18, 36, 80, 53]",302401,Snowden,en,Snowden,CIA employee Edward Snowden leaks thousands of classified documents to the press.,6.0275,2016-09-15,7.109,4625,2016,2010
"[16, 10751, 12]",11886,Robin Hood,en,Robin Hood,"With King Richard off to the Crusades, Prince John and his slithering minion, Sir Hiss, set about taxing Nottingham's citizens with support from the corrupt sheriff - and staunch opposition by the wily Robin Hood and his band of merry men.",5.8428,1973-11-08,7.304,4625,1973,1970
[18],785084,The Whale,en,The Whale,A reclusive English teacher suffering from severe obesity attempts to reconnect with his estranged teenage daughter for one last chance at redemption.,6.9443,2022-12-09,7.775,4621,2022,2020
"[14, 28, 9648]",123553,The Mortal Instruments: City of Bones,en,The Mortal Instruments: City of Bones,"In New York City, Clary Fray, a seemingly ordinary teenager, learns that she is descended from a line of Shadowhunters — half-angel warriors who protect humanity from evil forces. After her mother disappears, Clary joins forces with a group of Shadowhunters and enters Downworld, an alternate realm filled with demons, vampires, and a host of other creatures. Clary and her companions must find and protect an ancient cup that holds the key to her mother's future.",8.483,2013-08-21,6.428,4621,2013,2010
"[16, 10751, 35]",508965,Klaus,en,Klaus,"A selfish postman and a reclusive toymaker form an unlikely friendship, delivering joy to a cold, dark town that desperately needs it.",7.316,2019-11-08,8.223,4620,2019,2010
"[10751, 14, 35, 12]",10137,Stuart Little,en,Stuart Little,"When the Littles adopt Stuart, the mouse, George is initially unwelcoming to his new brother, and the family cat, Snowbell, is even less enthusiastic. Stuart resolves to face these difficulties with as much pluck and courage as he can muster.",6.4711,1999-12-17,6.068,4620,1999,1990
"[28, 53, 9648]",399035,The Commuter,en,The Commuter,"A businessman, on his daily commute home, gets unwittingly caught up in a criminal conspiracy that threatens not only his life but the lives of those around him.",5.1273,2018-01-11,6.362,4618,2018,2010
"[9648, 10749, 878]",1903,Vanilla Sky,en,Vanilla Sky,"David Aames has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia, his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.",6.4726,2001-12-14,6.82,4617,2001,2000
[18],381341,Perfect Strangers,it,Perfetti sconosciuti,"During a dinner, a group of friends decide to share whatever message or phone call they will receive during the evening, with unforeseen consequences.",3.7285,2016-02-11,7.855,4614,2016,2010
"[18, 878]",227156,The Giver,en,The Giver,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",5.236,2014-08-13,6.6,4612,2014,2010
"[10752, 18]",49046,All Quiet on the Western Front,de,Im Westen nichts Neues,"Paul Baumer and his friends Albert and Muller, egged on by romantic dreams of heroism, voluntarily enlist in the German army. Full of excitement and patriotic fervour, the boys enthusiastically march into a war they believe in. But once on the Western Front, they discover the soul-destroying horror of World War I.",6.3849,2022-10-07,7.716,4609,2022,2020
"[878, 18]",840,Close Encounters of the Third Kind,en,Close Encounters of the Third Kind,"After an encounter with UFOs, an electricity linesman feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.",6.8976,1977-12-14,7.3,4604,1977,1970
"[28, 12, 878]",305470,Power Rangers,en,Power Rangers,"Five ordinary teens must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.",5.8709,2017-03-23,6.249,4603,2017,2010
[18],9800,Philadelphia,en,Philadelphia,"Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops, their courage overcomes the prejudice and corruption of their powerful adversaries.",5.5594,1993-12-22,7.716,4599,1993,1990
"[28, 12, 878]",823464,Godzilla x Kong: The New Empire,en,Godzilla x Kong: The New Empire,"Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own.",17.766,2024-03-27,7.047,4598,2024,2020
[35],325133,Neighbors 2: Sorority Rising,en,Neighbors 2: Sorority Rising,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,4.7172,2016-05-04,5.815,4591,2016,2010
"[18, 27, 9648, 53]",63311,The Skin I Live In,es,La piel que habito,A brilliant plastic surgeon creates a synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.,5.7373,2011-08-17,7.489,4583,2011,2010
"[18, 53, 878]",339988,The Circle,en,The Circle,"A young tech worker takes a job at a powerful Internet corporation, quickly rises up the company's ranks, and soon finds herself in a perilous situation concerning privacy, surveillance and freedom. She comes to learn that her decisions and actions will determine the future of humanity.",3.8866,2017-04-27,5.523,4573,2017,2010
"[35, 18, 10749]",19404,Dilwale Dulhania Le Jayenge,hi,दिलवाले दुल्हनिया ले जायेंगे,"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.",13.7062,1995-10-20,8.515,4573,1995,1990
"[80, 18]",4133,Blow,en,Blow,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",7.4611,2001-04-04,7.352,4568,2001,2000
"[878, 28, 53]",34851,Predators,en,Predators,A group of cold-blooded killers find themselves trapped on an alien planet to be hunted by extraterrestrial Predators.,8.4622,2010-07-07,6.295,4567,2010,2010
[35],291870,Dirty Grandpa,en,Dirty Grandpa,"Jason Kelly is one week away from marrying his boss's uber-controlling daughter, putting him on the fast track for a partnership at the law firm. However, when the straight-laced Jason is tricked into driving his foul-mouthed grandfather, Dick, to Daytona for spring break, his pending nuptials are suddenly in jeopardy. Between riotous frat parties, bar fights, and an epic night of karaoke, Dick is on a quest to live his life to the fullest and bring Jason along for the ride.",5.1862,2016-01-20,5.935,4563,2016,2010
"[878, 12, 16, 10751, 14]",9016,Treasure Planet,en,Treasure Planet,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms on their journey to find treasure.",8.6429,2002-11-26,7.562,4564,2002,2000
"[12, 35, 80]",134,"O Brother, Where Art Thou?",en,"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",7.232,2000-08-30,7.329,4557,2000,2000
"[35, 80, 28]",90,Beverly Hills Cop,en,Beverly Hills Cop,"Fast-talking, quick-thinking Detroit street cop Axel Foley has bent more than a few rules and regs in his time, but when his best friend is murdered, he heads to sunny Beverly Hills to work the case like only he can.",7.7442,1984-12-05,7.203,4557,1984,1980
"[10749, 35, 18]",138697,Don Jon,en,Don Jon,"A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.",7.0261,2013-09-12,6.014,4556,2013,2010
"[53, 35, 9648]",484247,A Simple Favor,en,A Simple Favor,"Stephanie, a dedicated mother and popular vlogger, befriends Emily, a mysterious upper-class woman whose son Nicky attends the same school as Miles, Stephanie's son. When Emily asks her to pick Nicky up from school and then disappears, Stephanie undertakes an investigation that will dive deep into Emily's cloudy past.",5.0036,2018-09-13,6.641,4555,2018,2010
"[35, 10749, 18]",639,When Harry Met Sally...,en,When Harry Met Sally...,"Sex always gets in the way of friendships between men and women. At least, that's what Harry Burns believes. So when Harry meets Sally Albright and a deep friendship blossoms between them, Harry's determined not to let his attraction to Sally destroy it. But when a night of weakness ends in a morning of panic, can the pair avoid succumbing to Harry's fears by remaining friends and admitting they just might be the perfect match for each other?",7.1389,1989-07-12,7.404,4551,1989,1980
[35],8699,Anchorman: The Legend of Ron Burgundy,en,Anchorman: The Legend of Ron Burgundy,"It's the 1970s and San Diego anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",4.9547,2004-06-28,6.703,4549,2004,2000
"[28, 35, 80]",5175,Rush Hour 2,en,Rush Hour 2,"It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella.",10.1809,2001-08-03,6.756,4544,2001,2000
[18],637920,Miracle in Cell No. 7,tr,7. Koğuştaki Mucize,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",6.9453,2019-10-10,8.252,4543,2019,2010
"[18, 9648, 53]",6947,The Village,en,The Village,"When a willful young man tries to venture beyond his sequestered Pennsylvania hamlet, his actions set off a chain of chilling incidents that will alter the community forever.",6.6003,2004-07-30,6.481,4543,2004,2000
"[35, 28]",27581,The Other Guys,en,The Other Guys,"Unlike their heroic counterparts on the force, desk-bound NYPD detectives Gamble and Hoitz garner no headlines as they work day to day. When a seemingly minor case turns out to be a big deal, the two cops get the opportunity to finally prove to their comrades that they have the right stuff.",7.173,2010-08-06,6.329,4541,2010,2010
"[10402, 35, 28, 80]",525,The Blues Brothers,en,The Blues Brothers,"Jake Blues, just released from prison, puts his old band back together to save the Catholic home where he and his brother Elwood were raised.",7.1842,1980-06-16,7.717,4542,1980,1980
"[27, 53]",91586,Insidious: Chapter 2,en,Insidious: Chapter 2,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,10.1352,2013-09-12,6.68,4534,2013,2010
"[14, 35, 10751]",2698,Evan Almighty,en,Evan Almighty,God contacts Junior Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,4.8724,2007-06-09,5.584,4532,2007,2000
"[27, 28, 878]",7737,Resident Evil: Extinction,en,Resident Evil: Extinction,"Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.",2.0705,2007-09-20,6.303,4530,2007,2000
"[16, 10751, 14]",16859,Kiki's Delivery Service,ja,魔女の宅急便,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",13.6927,1989-07-29,7.833,4529,1989,1980
"[28, 53]",36955,True Lies,en,True Lies,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used car salesman while terrorists smuggle nuclear war heads into the United States.",8.4344,1994-07-15,7.092,4523,1994,1990
"[878, 28, 12]",1452,Superman Returns,en,Superman Returns,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",6.4629,2006-06-28,5.801,4523,2006,2000
"[80, 18, 53]",11423,Memories of Murder,ko,살인의 추억,"A sadistic serial rapist and murderer of young women terrorizes a small province in 1980s South Korea. To prevent further crimes, three increasingly desperate detectives with conflicting methods race against time to unravel the violent mind of the killer in a futile effort to solve the case.",11.7071,2003-04-25,8.056,4522,2003,2000
"[27, 9648]",9286,Final Destination 3,en,Final Destination 3,"High school senior Wendy's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself — which seeks out those who escaped their fate.",8.2882,2006-02-09,6.151,4523,2006,2000
"[80, 35, 12]",9273,Ace Ventura: When Nature Calls,en,Ace Ventura: When Nature Calls,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",6.9535,1995-11-10,6.3,4516,1995,1990
"[16, 10751, 14, 12, 35]",417859,Puss in Boots,en,Puss in Boots,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",8.7197,2011-10-27,6.593,4515,2011,2010
"[12, 18, 878]",387426,Okja,en,Okja,"A young girl named Mija risks everything to prevent a powerful, multi-national company from kidnapping her best friend - a massive animal named Okja.",4.8953,2017-06-28,7.337,4514,2017,2010
"[10751, 14, 12]",329996,Dumbo,en,Dumbo,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",5.3043,2019-03-27,6.589,4510,2019,2010
"[12, 14, 35]",493529,Dungeons & Dragons: Honor Among Thieves,en,Dungeons & Dragons: Honor Among Thieves,"A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.",11.074,2023-03-23,7.327,4510,2023,2020
"[35, 10751, 14]",10719,Elf,en,Elf,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic.",7.2359,2003-11-07,6.666,4507,2003,2000
[18],203833,The Book Thief,en,The Book Thief,"While subjected to the horrors of WWII Germany, young Liesel finds solace by stealing books and sharing them with others. Under the stairs in her home, a Jewish refugee is being sheltered by her adoptive parents.",4.8896,2013-11-08,7.488,4506,2013,2010
[18],406,La Haine,fr,La Haine,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",7.0631,1995-05-31,8.084,4506,1995,1990
"[18, 10749]",51828,One Day,en,One Day,"A romantic comedy centered on Dexter and Emma, who first meet during their graduation in 1988 and proceed to keep in touch regularly. The film follows what they do on July 15 annually, usually doing something together.",6.9595,2011-03-02,7.411,4501,2011,2010
[35],8835,Legally Blonde,en,Legally Blonde,"Fashionable sorority queen Elle Woods has it all, but, she wants nothing more than to be Mrs. Warner Huntington III. But he dumps her before heading to Harvard Law School. Elle rallies all of her resources and gets into Harvard, determined to win him back. While there, she figures out that there is more to herself than just good looks.",10.0415,2001-07-13,6.806,4496,2001,2000
"[35, 10751, 10749]",9820,The Parent Trap,en,The Parent Trap,"Hallie Parker and Annie James are identical twins who were separated at a young age due to their parents' divorce. Unbeknownst to their parents, the girls are sent to the same summer camp, where they meet, discover the truth about their relationship, and come up with a plan to switch places in an effort to reunite their mother and father.",9.4466,1998-07-28,7.211,4485,1998,1990
"[12, 28, 878]",72545,Journey 2: The Mysterious Island,en,Journey 2: The Mysterious Island,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",6.8505,2012-01-19,6.147,4483,2012,2010
"[12, 28, 14]",1996,Lara Croft: Tomb Raider - The Cradle of Life,en,Lara Croft: Tomb Raider - The Cradle of Life,"Off the coast of the volcanic island of Santorini, the intrepid archaeologist Lara Croft makes the unexpected discovery of a pulsating golden orb able to guide its holder to the mythical Pandora's Box. As the legendary artifact contains ancient mysteries of unfathomable power - said to contain one of the deadliest plagues on Earth, Lara is tasked by MI6 to make sure it doesn't fall into the wrong hands. With the aid of former Marine turned mercenary Terry Sheridan, she travels the world in pursuit of the precious item in a race against time; she must beat the unscrupulous Nobel Prize-winning scientist turned bioterrorist, Jonathan Reiss, to it.",4.8584,2003-07-21,5.757,4482,2003,2000
"[14, 28, 53]",9495,The Crow,en,The Crow,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven, watched over by a hypnotic crow, returns from the grave to exact revenge.",7.5164,1994-05-11,7.515,4481,1994,1990
"[53, 12]",213,North by Northwest,en,North by Northwest,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.",5.8558,1959-08-06,7.965,4480,1959,1950
"[28, 35, 12]",4327,Charlie's Angels,en,Charlie's Angels,"The captivating crime-fighting trio who are masters of disguise, espionage and martial arts are back! When a devious mastermind embroils them in a plot to destroy individual privacy, the Angels, aided by their loyal sidekick Bosley, set out to bring down the bad guys. But when a terrible secret is revealed, it makes the Angels targets for assassination.",9.8931,2000-11-02,5.852,4478,2000,2000
"[14, 12, 28]",57165,Wrath of the Titans,en,Wrath of the Titans,"Perseus tries to live a quieter life as a village fisherman while – dangerously weakened by humanity's lack of devotion – the gods are losing control of the long-imprisoned Titans and their ferocious leader, Kronos.",5.4246,2012-03-28,5.759,4476,2012,2010
"[35, 80]",12153,White Chicks,en,White Chicks,"Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. To avoid being fired they accept a mission escorting a pair of socialites to the Hamptons--but when the girls are disfigured in a car accident, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from black men into rich white women.",20.2203,2004-06-23,6.93,4468,2004,2000
"[10749, 35]",272693,The DUFF,en,The DUFF,"Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine.",4.2437,2015-02-20,6.8,4464,2015,2010
[53],985939,Fall,en,Fall,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter's expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights.",17.27,2022-08-11,7.107,4463,2022,2020
"[28, 35, 80]",136400,2 Guns,en,2 Guns,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.,5.6819,2013-08-02,6.54,4463,2013,2010
"[18, 28]",1371,Rocky III,en,Rocky III,Following Rocky Balboa's intense battle with his most powerful adversary yet – the ferocious Clubber Lang – Rocky joins forces with former rival Apollo Creed in an effort to get back his fighting spirit.,7.2454,1982-05-28,6.898,4461,1982,1980
"[27, 878]",945961,Alien: Romulus,en,Alien: Romulus,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.",14.7077,2024-08-13,7.168,4456,2024,2020
[35],116741,The Internship,en,The Internship,Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s.,0.2123,2013-06-07,6.237,4455,2013,2010
"[80, 18, 9648]",3580,Changeling,en,Changeling,"Los Angeles, 1928. When single mother Christine Collins leaves for work, her son vanishes without a trace. Five months later, the police reunite mother and son. But when Christine suspects that the boy returned to her isn't her child, her quest for truth exposes a world of corruption.",5.5137,2008-10-24,7.579,4455,2008,2000
"[35, 10749, 18]",164,Breakfast at Tiffany's,en,Breakfast at Tiffany's,"Holly Golightly is an eccentric New York City playgirl determined to marry a Brazilian millionaire. But when young writer Paul Varjak moves into her apartment building, her past threatens to get in their way.",9.4768,1961-10-06,7.624,4457,1961,1960
"[16, 28, 14]",635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,ja,劇場版「鬼滅の刃」無限列車編,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",12.0673,2020-10-16,8.199,4453,2020,2020
"[35, 80]",37136,The Naked Gun: From the Files of Police Squad!,en,The Naked Gun: From the Files of Police Squad!,"When the bumbling Lieutenant Frank Drebin investigates events following the shooting of his partner, he stumbles upon an attempt to assassinate Queen Elizabeth II.",8.9676,1988-12-02,7.273,4450,1988,1980
"[28, 878]",2789,The Chronicles of Riddick,en,The Chronicles of Riddick,"After years of outrunning ruthless bounty hunters, escaped convict Riddick suddenly finds himself caught between opposing forces in a fight for the future of the human race. Now, waging incredible battles on fantastic and deadly worlds, this lone, reluctant hero will emerge as humanity's champion - and the last hope for a universe on the edge of annihilation.",3.3745,2004-06-11,6.55,4441,2004,2000
"[16, 18, 10749]",378064,A Silent Voice: The Movie,ja,映画 聲の形,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",14.2513,2016-09-17,8.386,4440,2016,2010
"[27, 53]",571,The Birds,en,The Birds,Thousands of birds flock into a seaside town and terrorize the residents in a series of deadly attacks.,4.8324,1963-03-28,7.513,4439,1963,1960
